project_id;item_number;block_number;plan_number;Area;GSR;Location_Gmaps;;;;
200050;;;;;;https://www.google.com/maps?q=24.82375098,46.5971949;Al Majdiah 42;;;
200051;;;;;;https://www.google.com/maps?q=24.83589803,46.59945632;Al Majdiah 43;;;
200052;;;;;;https://www.google.com/maps?q=24.80353559,46.61555032;Al Majdiah 44;;;
200053;;;;;;https://www.google.com/maps?q=24.77979224,46.70397172;Al Majdiah 45;;;
200054;;;;;;https://www.google.com/maps?q=24.76684774,46.69904484;Al Majdiah 46;;;
200055;;;;;;https://www.google.com/maps?q=24.69382243,46.59956722;Al Majdiah 47;;;
200056;;;;;;https://www.google.com/maps?q=24.78064536,46.70785473;Al Majdiah 48;;;
200057;;;;;;https://www.google.com/maps?q=24.79180385,46.6710101;Al Majdiah 49;;;
200058;;;;;;https://www.google.com/maps?q=24.82920472,46.59800818;Al Majdiah 50;;;
200059;;;;;;https://www.google.com/maps?q=24.82872497,46.59845606;Al Majdiah 50;;;
200060;;;;;;https://www.google.com/maps?q=24.77621363,46.65687145;Al Majdiah 51;;;
200061;;;;;;https://www.google.com/maps?q=24.70505695,46.633342;Al Majdiah 52;;;
200062;;;;;;https://www.google.com/maps?q=24.83463522,46.60074874;Al Majdiah 53;;;
200063;;;;;;https://www.google.com/maps?q=24.80346861,46.5926818;Al Majdiah 54;;;
200064;;;;;;https://www.google.com/maps?q=24.77306195,46.70255894;Al Majdiah 55;;;
200065;;;;;;https://www.google.com/maps?q=24.80501375,46.59483361;Al Majdiah 56;;;
200066;;;;;;https://www.google.com/maps?q=24.74874437,46.75411888;Al Majdiah 57;;;
200067;;;;;;https://www.google.com/maps?q=24.8139577,46.60483695;Al Majdiah 58;;;
200068;;;;;;https://www.google.com/maps?q=24.75692352,46.7214086;Al Majdiah 59;;;
200069;;;;;;https://www.google.com/maps?q=24.71783471,46.60573869;Al Majdiah 60;;;
200070;;;;;;https://www.google.com/maps?q=24.77165526,46.69521164;Al Majdiah 61;;;
200071;;;;;;https://www.google.com/maps?q=24.8196097,46.60611287;Al Majdiah 62;;;
200072;;;;;;https://www.google.com/maps?q=24.77004985,46.69999803;Al Majdiah 63;;;
200073;;;;;;https://www.google.com/maps?q=24.7280456,46.60487689;Al Majdiah 65;;;
200074;;;;;;https://www.google.com/maps?q=24.83325952,46.65058648;Al Majdiah 66;;;
200075;;;;;;https://www.google.com/maps?q=24.76765507,46.62811917;Al Majdiah 67;;;
200076;;;;;;https://www.google.com/maps?q=24.77243977,46.71161829;Al Majdiah 68;;;
200077;;;;;;https://www.google.com/maps?q=24.74737224,46.63695474;Al Majdiah 69;;;
200078;;;;;;https://www.google.com/maps?q=24.80496294,46.68173468;Al Majdiah 70;;;
200079;;;;;;https://www.google.com/maps?q=24.80949897,46.5943043;Al Majdiah 71;;;
200080;;;;;;https://www.google.com/maps?q=24.80907587,46.59485445;Al Majdiah 72;;;
200081;;;;;;https://www.google.com/maps?q=24.83333885,46.66749748;Al Majdiah 73;;;
200082;;;;;;https://www.google.com/maps?q=24.77452284,46.63652272;Al Majdiah 74;;;
200083;;;;;;https://www.google.com/maps?q=24.81259876,46.74285793;Al Majdiah 75;;;
200084;;;;;;https://www.google.com/maps?q=24.83359156,46.65138769;Al Majdiah 76;;;
200085;;;;;;https://www.google.com/maps?q=24.7933146,46.61558134;Al Majdiah 77;;;
200086;;;;;;https://www.google.com/maps?q=24.77234575,46.69495702;Al Majdiah 78;;;
200087;;;;;;https://www.google.com/maps?q=24.80872472,46.59694534;Al Majdiah 80;;;
200088;;;;;;https://www.google.com/maps?q=24.82925681,46.59980952;Al Majdiah 81;;;
200089;;;;;;https://www.google.com/maps?q=24.81357472,46.68076086;Al Majdiah 82;;;
200090;;;;;;https://www.google.com/maps?q=24.67955188,46.57600777;Al Majdiah 83;;;
200091;;;;;;https://www.google.com/maps?q=24.76836652,46.57922848;Al Majdiah 84;;;
200092;;;;;;https://www.google.com/maps?q=24.72871193,46.67925525;Al Majdiah 85;;;
200093;;;;;;https://www.google.com/maps?q=24.82608548,46.63817683;Al Majdiah 86;;;
200094;;;;;;https://www.google.com/maps?q=24.78548422,46.72096937;Al Majdiah 87;;;
200095;;;;;;https://www.google.com/maps?q=24.77007192,46.65808934;Al Majdiah 88;;;
200096;;;;;;https://www.google.com/maps?q=24.75033178,46.75869341;Al Majdiah 89;;;
200097;;;;;;https://www.google.com/maps?q=24.8286612,46.62852447;Al Majdiah 90;;;
200098;;;;;;https://www.google.com/maps?q=24.83644076,46.66001383;Al Majdiah 91;;;
200099;;;;;;https://www.google.com/maps?q=24.83079966,46.6274357;Al Majdiah 92;;;
200100;;;;;;https://www.google.com/maps?q=24.77363448,46.70516152;Al Majdiah 93;;;
200101;;;;;;https://www.google.com/maps?q=24.76184063,46.65797202;Al Majdiah 94;;;
200102;;;;;;https://www.google.com/maps?q=24.74890052,46.72989016;Al Majdiah 95;;;
200103;;;;;;https://www.google.com/maps?q=24.84283059,46.60066574;Al Majdiah 96;;;
200104;;;;;;https://www.google.com/maps?q=24.79777738,46.64432838;Al Majdiah 97;;;
200105;;;;;;https://www.google.com/maps?q=24.75525286,46.71576691;Al Majdiah 98;;;
200106;;;;;;https://www.google.com/maps?q=24.83995124,46.60286884;Al Majdiah 99;;;
200107;;;;;;https://www.google.com/maps?q=24.77359409,46.6491485;Al Majdiah 100;;;
200108;;;;;;https://www.google.com/maps?q=24.88373259,46.62878892;Al Majdiah 102;;;
200109;;;;;;https://www.google.com/maps?q=24.77522642,46.70457197;Al Majdiah 103;;;
200110;;;;;;https://www.google.com/maps?q=24.8296253,46.58583312;Al Majdiah 104;;;
200111;;;;;;https://www.google.com/maps?q=24.79829057,46.7512838;Al Majdiah 105;;;
200112;;;;;;https://www.google.com/maps?q=24.75034389,46.66560274;Al Majdiah 106;;;
200113;;;;;;https://www.google.com/maps?q=24.80590666,46.74601635;Al Majdiah 107;;;
200114;;;;;;https://www.google.com/maps?q=24.76057929,46.71798475;Al Majdiah 108;;;
200115;;;;;;https://www.google.com/maps?q=24.70916631,46.76832617;Al Majdiah 109;;;
200116;;;;;;https://www.google.com/maps?q=24.77497714,46.67471072;Al Majdiah 110;;;
200117;;;;;;https://www.google.com/maps?q=24.85334487,46.65516713;Al Majdiah 111;;;
200118;;;;;;https://www.google.com/maps?q=24.76135874,46.61251014;Al Majdiah 112;;;
200119;;;;;;https://www.google.com/maps?q=24.71970605,46.78263429;Al Majdiah 113;;;
200120;;;;;;https://www.google.com/maps?q=24.79394314,46.61075111;Al Majdiah 115;;;
200121;;;;;;https://www.google.com/maps?q=24.79689916,46.66250341;Al Majdiah 116;;;
200122;;;;;;https://www.google.com/maps?q=24.80169632,46.59241017;Al Majdiah 117;;;
200123;;;;;;https://www.google.com/maps?q=24.73399886,46.60358379;Al Majdiah 119;;;
200124;;;;;;https://www.google.com/maps?q=24.80474303,46.58921289;Al Majdiah 120;;;
200125;;;;;;https://www.google.com/maps?q=24.80743342,46.58958746;Al Majdiah 121;;;
200126;;;;;;https://www.google.com/maps?q=24.7298216,46.6934932;Al Majdiah 122;;;
200127;;;;;;https://www.google.com/maps?q=24.84269722,46.67684472;Al Majdiah 123;;;
200128;;;;;;https://www.google.com/maps?q=24.7314466,46.72214425;Al Majdiah 125;;;
200129;;;;;;https://www.google.com/maps?q=24.81913764,46.6071259;Al Majdiah 127;;;
200130;;;;;;https://www.google.com/maps?q=24.73212073,46.64485864;Al Majdiah 128;;;
200131;;;;;;https://www.google.com/maps?q=24.88628239,46.63877621;Al Majdiah 129;;;
200132;;;;;;https://www.google.com/maps?q=24.8457063,46.63232251;Al Majdiah 130;;;
200133;;;;;;https://www.google.com/maps?q=24.82844317,46.64563405;Al Majdiah 131;;;
200134;;;;;;https://www.google.com/maps?q=24.75950986,46.67058407;Al Majdiah 132;;;
200135;;;;;;https://www.google.com/maps?q=24.88532058,46.63655599;Al Majdiah 133;;;
200136;;;;;;https://www.google.com/maps?q=24.77340805,46.71391908;Al Majdiah 134;;;
200137;;;;;;https://www.google.com/maps?q=24.77723446,46.65888921;Al Majdiah 135;;;
200138;;;;;;https://www.google.com/maps?q=24.77757509,46.67339696;Al Majdiah 137;;;
200139;;;;;;https://www.google.com/maps?q=24.76072346,46.70692025;Al Majdiah 138;;;
200140;;;;;;https://www.google.com/maps?q=24.79739605,46.61602319;Al Majdiah 139;;;
200141;;;;;;https://www.google.com/maps?q=24.86528225,46.65126045;Al Majdiah 140;;;
200142;;;;;;https://www.google.com/maps?q=24.86035144,46.66085317;Al Majdiah 142;;;
200143;;;;;;https://www.google.com/maps?q=24.77920673,46.77195784;Al Majdiah 143;;;
200144;;;;;;https://www.google.com/maps?q=24.86868715,46.64951914;Al Majdiah 144;;;
200145;;;;;;https://www.google.com/maps?q=24.76640228,46.62481043;Al Majdiah 145;;;
200146;;;;;;https://www.google.com/maps?q=24.86640339,46.65068994;Al Majdiah 146;;;
200147;;;;;;https://www.google.com/maps?q=24.90255802,46.62890782;Al Majdiah 147;;;
200148;;;;;;https://www.google.com/maps?q=24.68028598,46.57625951;Al Majdiah 150;;;
200149;;;;;;https://www.google.com/maps?q=24.69361338,46.58257653;Al Majdiah 155;;;
200150;;;;;;https://www.google.com/maps?q=24.80704869,46.68651049;Al Majdiah 156;;;
200151;;;;;;https://www.google.com/maps?q=24.66194875,46.78335328;Al Majdiah 160;;;
200152;;;;;;https://www.google.com/maps?q=24.6607192,46.78039957;Al Majdiah 163;;;
200153;;;;;;https://www.google.com/maps?q=24.78055639,46.58279655;Al Majdiah Village;;;
200154;;;;;;https://www.google.com/maps?q=24.88938916,46.63041513;Derwaza;;;
200155;;;;;;https://www.google.com/maps?q=24.76594422,46.6237389;Majaz;;;
200156;;;;;;https://www.google.com/maps?q=24.82379157,46.62764907;Al Majdiah Residence;;;
200157;;;;;;https://www.google.com/maps?q=24.7620538,46.57731473;Sarh;;;
200158;;;;;;https://www.google.com/maps?q=24.90181277,46.62422703;Sadu;;;
200159;;;;;;https://www.google.com/maps?q=24.8310516,46.57579382;Rawaq Business;;;
200160;;;;;;https://www.google.com/maps?q=24.98487976,46.8269749;Adeem Alfursan;;;
200161;;;;;;https://www.google.com/maps?q=24.6975808,46.7001758;Jazeel;;;
200162;;;;;;https://www.google.com/maps?q=24.82272917,46.60315938;Qarar;;;
1100007;;;;;;https://www.google.com/maps?q=24.64092815,46.59717884;Safa 1;;;
1100008;;;;;;https://www.google.com/maps?q=24.6384297,46.5954401;Safa 2;;;
1100009;;;;;;https://www.google.com/maps?q=24.82799162,46.6290641;Safa 5;;;
1100010;;;;;;https://www.google.com/maps?q=24.80620477,46.60079695;Safa 7;;;
1100011;;;;;;https://www.google.com/maps?q=24.81023831,46.59755426;Safa 8;;;
1100012;;;;;;https://www.google.com/maps?q=24.80286282,46.59262202;Safa 9;;;
1100013;;;;;;https://www.google.com/maps?q=24.78709789,46.62147112;Safa 11;;;
1100014;;;;;;https://www.google.com/maps?q=24.77345444,46.61801406;Safa 12;;;
1100015;;;;;;https://www.google.com/maps?q=24.82877804,46.60039591;Safa 15;;;
1100016;;;;;;https://www.google.com/maps?q=24.82442648,46.60335827;Safa 19;;;
1100017;;;;;;https://www.google.com/maps?q=24.82470874,46.60358428;Safa 20;;;
1100018;;;;;;https://www.google.com/maps?q=24.86410616,46.65784799;Safa 21;;;
1100019;;;;;;https://www.google.com/maps?q=24.80250964,46.68304759;Safa 28;;;
1100020;;;;;;https://www.google.com/maps?q=24.69086558,46.5879727;Safa 40;;;
1100021;;;;;;https://www.google.com/maps?q=24.74749407,46.75833273;Safa 46;;;
1100022;;;;;;https://www.google.com/maps?q=24.80400581,46.59121578;Safa 47;;;
1100023;;;;;;https://www.google.com/maps?q=24.82203546,46.65489808;Safa 50;;;
1100024;;;;;;https://www.google.com/maps?q=24.78259248,46.76250081;Safa 51;;;
1100025;;;;;;https://www.google.com/maps?q=24.76056401,46.74928035;Safa 52;;;
1100026;;;;;;https://www.google.com/maps?q=24.82879548,46.68723788;Safa 53;;;
1100027;;;;;;https://www.google.com/maps?q=24.64180503,46.54898689;Safa 55;;;
1100028;;;;;;https://www.google.com/maps?q=24.86280462,46.65783404;Safa 59;;;
1100029;;;;;;https://www.google.com/maps?q=24.8246796,46.58946653;Safa 60;;;
1100030;;;;;;https://www.google.com/maps?q=24.82499677,46.58793639;Safa 63;;;
1100031;;;;;;https://www.google.com/maps?q=24.75252232,46.75486581;Safa 65;;;
1100032;;;;;;https://www.google.com/maps?q=24.78036922,46.68180919;Safa 69;;;
1100033;;;;;;https://www.google.com/maps?q=24.77746643,46.58294379;Safa 70;;;
1100034;;;;;;https://www.google.com/maps?q=24.85121133,46.66576423;Safa 71;;;
1100035;;;;;;https://www.google.com/maps?q=24.89732181,46.63591217;Safa 72;;;
1100036;;;;;;https://www.google.com/maps?q=24.89905129,46.6350494;Safa 73;;;
1100037;;;;;;https://www.google.com/maps?q=24.89895893,46.63969898;Safa 74;;;
1100038;;;;;;https://www.google.com/maps?q=24.84749364,46.67807768;Safa 76;;;
1100039;;;;;;https://www.google.com/maps?q=24.71358984,46.77352723;Safa 77;;;
1100040;;;;;;https://www.google.com/maps?q=24.78500406,46.71762342;Safa 81;;;
1100041;;;;;;https://www.google.com/maps?q=24.90826824,46.62191309;Safa 83;;;
1100042;;;;;;https://www.google.com/maps?q=24.90933295,46.62478381;Safa 84;;;
1500004;;;;14430;;https://www.google.com/maps?q=24.84071439,46.64949726;North View;;;
1500005;;;;38850;;https://www.google.com/maps?q=24.8480043,46.66138679;Zood Al Narjis;;;
1500006;;;;;;https://www.google.com/maps?q=24.8546203,46.93330018;Elite;;;
300003;;;;;;https://www.google.com/maps?q=24.68124378,46.65283149;Greeenfields;;;
300004;;;;;;https://www.google.com/maps?q=24.83174879,46.63268783;Turquoise Villas 3;;;
300005;;;;;;https://www.google.com/maps?q=24.73043915,46.65938117;Rosa Villa 2;;;
300006;;;;;;https://www.google.com/maps?q=24.69954777,46.7760435;Aurora villas;;;
300007;;;;;;https://www.google.com/maps?q=24.81228145,46.63730291;Ara Residences;;;
300008;;;;;;https://www.google.com/maps?q=24.82420607,46.74777026;Vega Residence;;;
300009;;;;;;https://www.google.com/maps?q=24.7253114,46.69155519;Offices zone;;;
300010;;;;;;https://www.google.com/maps?q=24.74656876,46.70666121;Durar al Layali;;;
300011;;;;;;https://www.google.com/maps?q=24.71061516,46.67716503;Array Suites;;;
300012;;;;;;https://www.google.com/maps?q=24.81339067,46.68176833;Evia Villas;;;
300013;;;;;;https://www.google.com/maps?q=24.68045098,46.66523503;Indigo Villas;;;
300014;;;;;;https://www.google.com/maps?q=24.75871724,46.68484456;Jasmin Villas;;;
300015;;;;;;https://www.google.com/maps?q=24.83755169,46.6858697;Campus;;;
300016;;;;;;https://www.google.com/maps?q=24.74820505,46.63995273;First Projects Homes;;;
1400001;;;;;;https://www.google.com/maps?q=24.81555162,46.59656081;Al Ajlan Riviera 1;;;
1400002;;;;;;https://www.google.com/maps?q=24.81230941,46.60682661;Al Ajlan Riviera 2;;;
1400003;;;;;;https://www.google.com/maps?q=24.82125771,46.62197604;Al Ajlan Riviera 3;;;
1400004;;;;;;https://www.google.com/maps?q=24.80127699,46.59343593;Al Ajlan Riviera 4;;;
1400005;;;;;;https://www.google.com/maps?q=24.77066194,46.61302496;Al Ajlan Riviera 5;;;
1400006;;;;;;https://www.google.com/maps?q=24.81724518,46.60060984;Al Ajlan Riviera 7;;;
1400007;;;;;;https://www.google.com/maps?q=24.70834926,46.6358182;Al Ajlan Riviera 9;;;
1400008;;;;;;https://www.google.com/maps?q=24.82431886,46.59991591;Al Ajlan Riviera 10;;;
1400009;;;;;;https://www.google.com/maps?q=24.79233341,46.69680394;Al Ajlan Riviera 11;;;
1400010;;;;;;https://www.google.com/maps?q=24.83546277,46.66718204;Al Ajlan Riviera 12;;;
1400011;;;;;;https://www.google.com/maps?q=24.82733138,46.73800572;Al Ajlan Riviera 15;;;
1400012;;;;;;https://www.google.com/maps?q=24.8244021,46.65058447;Al Ajlan Riviera 16;;;
1400013;;;;;;https://www.google.com/maps?q=24.81919576,46.60513367;Al Ajlan Riviera 17;;;
1400014;;;;;;https://www.google.com/maps?q=24.70456438,46.62894349;Al Ajlan Riviera 18;;;
1400015;;;;;;https://www.google.com/maps?q=24.80649395,46.68733037;Al Ajlan Riviera 19;;;
1400016;;;;;;https://www.google.com/maps?q=24.80625661,46.68743502;Al Ajlan Riviera 20;;;
1400017;;;;;;https://www.google.com/maps?q=24.81426822,46.61181926;Al Ajlan Riviera 22;;;
1400018;;;;;;https://www.google.com/maps?q=24.80152226,46.7358801;Al Ajlan Riviera 24;;;
1400019;;;;;;https://www.google.com/maps?q=24.78022493,46.63139966;Al Ajlan Riviera 25;;;
1400020;;;;;;https://www.google.com/maps?q=24.78009557,46.63133499;Al Ajlan Riviera 26;;;
1400021;;;;;;https://www.google.com/maps?q=24.71879538,46.68552335;Al Ajlan Riviera 29;;;
1400022;;;;;;https://www.google.com/maps?q=24.80599733,46.68639882;Al Ajlan Riviera 31;;;
1400023;;;;;;https://www.google.com/maps?q=24.80417671,46.73307004;Al Ajlan Riviera 32;;;
1400024;;;;;;https://www.google.com/maps?q=24.84635216,46.66730365;Al Ajlan Riviera 33;;;
1400025;;;;;;https://www.google.com/maps?q=24.78907903,46.6171744;Al Ajlan Riviera 34;;;
1400026;;;;;;https://www.google.com/maps?q=24.87798154,46.64721052;Al Ajlan Riviera 35;;;
1400027;;;;;;https://www.google.com/maps?q=24.87493903,46.64874373;Al Ajlan Riviera 36;;;
1400028;;;;;;https://www.google.com/maps?q=24.85659835,46.66058012;Al Ajlan Riviera 37;;;
1400029;;;;;;https://www.google.com/maps?q=24.82023284,46.67750305;Al Ajlan Riviera 38;;;
1400030;;;;;;https://www.google.com/maps?q=24.71013937,46.7784342;Al Ajlan Riviera 39;;;
1400031;;;;;;https://www.google.com/maps?q=24.75677228,46.68678237;Al Ajlan Riviera 40;;;
1400032;;;;;;https://www.google.com/maps?q=24.79424733,46.68702725;Al Ajlan Riviera 41;;;
1400033;;;;;;https://www.google.com/maps?q=24.84231144,46.67852931;Al Ajlan Riviera 42;;;
1400034;;;;;;https://www.google.com/maps?q=24.76848011,46.68558079;Al Ajlan Riviera 43;;;
1400035;;;;;;https://www.google.com/maps?q=24.77863671,46.66680851;Al Ajlan Riviera 44;;;
1400036;;;;;;https://www.google.com/maps?q=24.71689396,46.76844455;Al Ajlan Riviera 45;;;
1400037;;;;;;https://www.google.com/maps?q=24.78790641,46.68904665;Al Ajlan Riviera 46;;;
1400038;;;;;;https://www.google.com/maps?q=24.78815062,46.68892079;Al Ajlan Riviera 47;;;
1400039;;;;;;https://www.google.com/maps?q=24.65932389,46.75924108;Al Ajlan Riviera 48;;;
1400040;;;;;;https://www.google.com/maps?q=24.73103943,46.77038496;Al Ajlan Riviera 49;;;
1400041;;;;;;https://www.google.com/maps?q=24.72165065,46.68197326;Al Ajlan Riviera 50;;;
1400042;;;;;;https://www.google.com/maps?q=24.6625142,46.76781556;Al Ajlan Riviera 51;;;
1400043;;;;;;https://www.google.com/maps?q=24.66339327,46.75784913;Al Ajlan Riviera 52;;;
1400044;;;;;;https://www.google.com/maps?q=24.78463941,46.67242691;Al Ajlan Riviera 54;;;
1400045;;;;;;https://www.google.com/maps?q=24.63032051,46.57170622;Al Ajlan Riviera 57;;;
4800009;;;;;;https://www.google.com/maps?q=24.79288347,46.62537966;Wakan 1;;;
4800010;;;;;;https://www.google.com/maps?q=24.84698432,46.63084255;Wakan 2;;;
4800011;;;;;;https://www.google.com/maps?q=24.86892596,46.65669272;Wakan 4;;;
4800012;;;;;;https://www.google.com/maps?q=24.8732491,46.65392504;Wakan 5;;;
4800013;;;;;;https://www.google.com/maps?q=24.8913275,46.63497943;Wakan 7;;;
4800014;;;;;;https://www.google.com/maps?q=24.7583414,46.75738175;Wakan 8;;;
4800015;;;;;;https://www.google.com/maps?q=24.76293439,46.67487675;Wakan 9;;;
4800016;;;;;;https://www.google.com/maps?q=24.76736195,46.67266642;Wakan 10;;;
4800017;;;;;;https://www.google.com/maps?q=24.7788487,46.72674679;Wakan 12;;;
4800018;;;;;;https://www.google.com/maps?q=24.87618583,46.66273397;Wakan 14;;;
4800019;;;;;;https://www.google.com/maps?q=24.7834331,46.61783519;Wakan 16;;;
4800020;;;;;;https://www.google.com/maps?q=24.8090908,46.6402831;Wakan 17;;;
4800021;;;;;;https://www.google.com/maps?q=24.85687741,46.65223869;Wakan 18;;;
4800022;;;;;;https://www.google.com/maps?q=24.91265281,46.59807222;Wakan 19;;;
4800023;;;;;;https://www.google.com/maps?q=24.7210529,46.76018062;Wakan 20;;;
4800024;;;;;;https://www.google.com/maps?q=24.80958801,46.7524437;Wakan 21;;;
4800025;;;;;;https://www.google.com/maps?q=24.78061648,46.72212097;Wakan 22;;;
4800026;;;;;;https://www.google.com/maps?q=24.69393075,46.58980582;Wakan 23;;;
4800027;;;;;;https://www.google.com/maps?q=24.78070734,46.72240307;Wakan 22;;;
4800028;;;;;;https://www.google.com/maps?q=24.78123722,46.5797055;Wakan 24;;;
4800029;;;;;;https://www.google.com/maps?q=24.77753073,46.65978729;Wakan 25;;;
4800030;;;;;;https://www.google.com/maps?q=24.75378873,46.68053933;Wakan 26;;;
4800031;;;;;;https://www.google.com/maps?q=24.70894636,46.77144953;Wakan 28;;;
4800032;;;;;;https://www.google.com/maps?q=24.86864442,46.65601722;Wakan 29;;;
4800033;;;;;;https://www.google.com/maps?q=24.71902169,46.78784391;Wakan 30;;;
4800034;;;;;;https://www.google.com/maps?q=24.79692177,46.63948182;Wakan 33;;;
4800035;;;;;;https://www.google.com/maps?q=24.70534305,46.78122293;Wakan 34;;;
4800036;;;;;;https://www.google.com/maps?q=24.70516976,46.78097822;Wakan 34;;;
4800037;;;;;;https://www.google.com/maps?q=24.76263529,46.67540801;Wakan 35;;;
4800038;;;;;;https://www.google.com/maps?q=24.78406756,46.75046414;Wakan 36;;;
4800039;;;;;;https://www.google.com/maps?q=24.76397654,46.68536722;Wakan 37;;;
400008;;;;;;https://www.google.com/maps?q=24.93545515,46.63025736;Osus Housing Mersia;;;
400009;;;;;;https://www.google.com/maps?q=24.69507771,46.83641937;Osus Houseing Sada;;;
400010;;;;;;https://www.google.com/maps?q=24.84508829,46.77005187;Osus Housing Al-Monsia;;;
400011;;;;;;https://www.google.com/maps?q=24.90838508,46.8568213;Osus Al Murjan 1;;;
400012;;;;;;https://www.google.com/maps?q=24.90511096,46.85128437;Osus Al Murjan 2;;;
400013;;;;;;https://www.google.com/maps?q=24.80714453,46.66362686;Osus Domain;;;
400014;;;;;;https://www.google.com/maps?q=24.82259865,46.65340818;Anas Bin Malek Mall;;;
400015;;;;;;https://www.google.com/maps?q=24.8419911,46.65298675;OD Tower;;;
400016;;;;;;https://www.google.com/maps?q=24.83977407,46.65432496;OD Plaza I;;;
400017;;;;;;https://www.google.com/maps?q=24.83906861,46.65468515;OD Plaza II;;;
400018;;;;;;https://www.google.com/maps?q=24.84084046,46.65359979;OD Office I;;;
400019;;;;;;https://www.google.com/maps?q=24.83760112,46.65544409;OD Office II;;;
1900001;;;;;;https://www.google.com/maps?q=24.84719897,46.76752661;Al Nayfah;;;
1900002;;;;;;https://www.google.com/maps?q=24.77307033,46.7740678;Marvela;;;
1900003;;;;;;https://www.google.com/maps?q=24.76635778,46.57540028;Pavilions;;;
1900004;;;;;;https://www.google.com/maps?q=24.83676678,46.64001719;Rafal Village Tower;;;
2700010;;;;;;https://www.google.com/maps?q=24.73879078,46.66288258;Infinity (Mobtakeron);;;
2700011;;;;;;https://www.google.com/maps?q=24.70517395,46.71519938;Park View (Mobtakeron);;;
2700012;;;;;;https://www.google.com/maps?q=24.73171541,46.66118365;Riyadh Lux (Mobtakeron);;;
5800001;;;;;;https://www.google.com/maps?q=24.70938514,46.67245858;Damac Towers;;;
1900005;;;;;;https://www.google.com/maps?q=24.7925172,46.63237318;Burj Rafal;;;
1900006;;;;;;https://www.google.com/maps?q=24.80894502,46.62626254;Rafal Residence;;;
1900007;;;;;;https://www.google.com/maps?q=24.8511265,46.654951;Rafal Alegria;;;
1900008;;;;;;https://www.google.com/maps?q=24.70421628,46.73970428;Balancia Compound;;;
1900009;;;;;;https://www.google.com/maps?q=24.76499727,46.57198974;Al Rabia;;;
3900002;;;;;;https://www.google.com/maps?q=24.78841304,46.63687081;Naya Core Tower;;;
800001;;;;;;https://www.google.com/maps?q=24.90128893,46.78888611;Al Dhahia;;;
800002;;;;;;https://www.google.com/maps?q=24.92791218,46.88989354;Al Akaria Park;;;
800003;;;;;;https://www.google.com/maps?q=24.828083,46.68876532;La Casa;;;
800004;;;;;;https://www.google.com/maps?q=24.70737024,46.67902581;Al Akaria Plaza;;;
800005;;;;;;https://www.google.com/maps?q=24.70443252,46.68074396;Al Akaria 2;;;
800006;;;;;;https://www.google.com/maps?q=24.70587264,46.67946234;Al Akaria 3;;;
800007;;;;;;https://www.google.com/maps?q=24.70699206,46.68603287;Olaya Oasis Compound;;;
800008;;;;;;https://www.google.com/maps?q=24.85148095,46.74535327;Fai Sedra;;;
800009;;;;;;https://www.google.com/maps?q=24.684109,46.72586408;Sitteen;;;
800010;;;;;;https://www.google.com/maps?q=24.67954503,46.61722178;Reef;;;
800011;;;;;;https://www.google.com/maps?q=24.79830462,46.6174479;Tilal Mixed-Use Commercial Centre;;;
5500001;;;;;;https://www.google.com/maps?q=24.84331922,46.76897143;Majd Al Munsiyah Project;;;
5500002;;;;;;https://www.google.com/maps?q=24.83882722,46.73997517;Majd Qurtubah Project;;;
5500003;;;;;;https://www.google.com/maps?q=24.84203734,46.78092621;Majd 39 Project;;;
5500004;;;;;;https://www.google.com/maps?q=24.91070678,46.85691019;Majd 40 Project;;;
5500005;;;;;;https://www.google.com/maps?q=24.84665511,46.77841102;Majd 41 Compound;;;
5500006;;;;;;https://www.google.com/maps?q=24.82418008,46.67920628;Majd Al Narjis Project;;;
5500007;;;;;;https://www.google.com/maps?q=24.82421359,46.76043834;Smart Home Project;;;
5500008;;;;;;https://www.google.com/maps?q=24.8058931,46.62515871;Majd Tower;;;
5500009;;;;;;https://www.google.com/maps?q=24.78322631,46.77200571;Ishbiliyah Business Center;;;
5500010;;;;;;https://www.google.com/maps?q=24.92246285,46.78563038;Jawharat Al Rimal Plan;;;
5500011;;;;;;https://www.google.com/maps?q=24.87069566,46.90647204;Majd Glory 3;;;
5500012;;;;;;https://www.google.com/maps?q=24.86163907,46.90847262;Majd 4;;;
5500013;;;;;;https://www.google.com/maps?q=24.86419234,46.91188495;Majd Glory 5;;;
5500014;;;;;;https://www.google.com/maps?q=24.83929222,46.79712736;Majd Glory 6;;;
9800004;;;;;;https://www.google.com/maps?q=24.78227415,46.71786558;Jadah 31;;;
9800005;;;;;;https://www.google.com/maps?q=24.7662433,46.70527205;Jadah 32;;;
9800006;;;;;;https://www.google.com/maps?q=24.77745871,46.67185653;Jadah 33;;;
9800007;;;;;;https://www.google.com/maps?q=24.72474686,46.68359189;Jadah 34;;;
9800008;;;;;;https://www.google.com/maps?q=24.80351229,46.59770101;Jadah 35;;;
9800009;;;;;;https://www.google.com/maps?q=24.83191563,46.63168114;Jadah 36;;;
9800010;;;;;;https://www.google.com/maps?q=24.73946102,46.66562928;Jadah 37;;;
9800011;;;;;;https://www.google.com/maps?q=24.79721801,46.67381312;Jadah 38;;;
9800012;;;;;;https://www.google.com/maps?q=24.81662439,46.60731278;Jadah 39;;;
9800013;;;;;;https://www.google.com/maps?q=24.76193322,46.70552138;Jadah 40;;;
9800014;;;;;;https://www.google.com/maps?q=24.65974286,46.75515822;Jadah 41;;;
