project_id;Area;Floor;BR;Total_price;Sqm_price;date;;;;;;;;;;;;;;;;;
200001;121;18;3;2 839 000;23 463;;;;;;;;;;;;;;;;;;
200001;96;18;1;2 499 000;26 031;;;;;;;;;;;;;;;;;;
200001;98;18;2;2 399 000;24 480;;;;;;;;;;;;;;;;;;
2500002;82;22;;1 640 000;20 034;;;;;;;;;;;;;;;;;;
2500002;116;15;;2 090 000;17 996;;;;;;;;;;;;;;;;;;
2500002;82;16;;1 520 000;18 568;;;;;;;;;;;;;;;;;;
2500002;104;16;;1 805 000;17 362;;;;;;;;;;;;;;;;;;
2500002;116;16;;2 110 000;18 168;;;;;;;;;;;;;;;;;;
2500002;82;18;;1 560 000;19 057;;;;;;;;;;;;;;;;;;
2500002;104;18;;1 845 000;17 747;;;;;;;;;;;;;;;;;;
2500002;120;18;;2 275 000;18 914;;;;;;;;;;;;;;;;;;
2500002;116;18;;2 150 000;18 512;;;;;;;;;;;;;;;;;;
2500002;82;15;;1 500 000;18 324;;;;;;;;;;;;;;;;;;
2500002;104;22;;1 925 000;18 517;;;;;;;;;;;;;;;;;;
2500002;120;22;;2 355 000;19 579;;;;;;;;;;;;;;;;;;
2500002;116;22;;2 230 000;19 201;;;;;;;;;;;;;;;;;;
2500002;104;22;;1 945 000;18 709;;;;;;;;;;;;;;;;;;
2500002;120;23;;2 375 000;19 746;;;;;;;;;;;;;;;;;;
2500002;116;23;;2 250 000;19 373;;;;;;;;;;;;;;;;;;
2500002;82;23;;1 720 000;21 011;;;;;;;;;;;;;;;;;;
2500002;116;26;;2 309 999;19 890;;;;;;;;;;;;;;;;;;
2500002;104;8;;1 645 000;15 823;;;;;;;;;;;;;;;;;;
2500002;116;4;;1 870 000;16 101;;;;;;;;;;;;;;;;;;
2500002;104;5;;1 585 000;15 246;;;;;;;;;;;;;;;;;;
2500002;120;5;;2 015 000;16 753;;;;;;;;;;;;;;;;;;
2500002;116;5;;1 890 000;16 273;;;;;;;;;;;;;;;;;;
2500002;82;6;;1 320 000;16 125;;;;;;;;;;;;;;;;;;
2500002;120;6;;2 035 000;16 919;;;;;;;;;;;;;;;;;;
2500002;116;6;;1 910 000;16 446;;;;;;;;;;;;;;;;;;
2500002;82;8;;1 360 000;16 614;;;;;;;;;;;;;;;;;;
2500002;120;4;;1 995 000;16 586;;;;;;;;;;;;;;;;;;
2500002;104;9;;1 665 000;16 016;;;;;;;;;;;;;;;;;;
2500002;120;9;;2 095 000;17 418;;;;;;;;;;;;;;;;;;
2500002;116;9;;1 969 998;16 962;;;;;;;;;;;;;;;;;;
2500002;104;11;;1 705 000;16 401;;;;;;;;;;;;;;;;;;
2500002;116;11;;2 010 000;17 307;;;;;;;;;;;;;;;;;;
2500002;120;12;;2 155 000;17 917;;;;;;;;;;;;;;;;;;
2500002;116;12;;2 030 000;17 479;;;;;;;;;;;;;;;;;;
2500003;88;3;;1 933 000;21 901;;;;;;;;;;;;;;;;;;
2500003;81;3;;1 842 000;22 865;;;;;;;;;;;;;;;;;;
2500003;81;3;;1 842 000;22 865;;;;;;;;;;;;;;;;;;
2500003;88;3;;1 918 000;21 882;;;;;;;;;;;;;;;;;;
2500003;88;3;;1 739 000;19 690;;;;;;;;;;;;;;;;;;
2500003;84;3;;1 678 000;20 012;;;;;;;;;;;;;;;;;;
2500003;88;3;;1 725 000;19 667;;;;;;;;;;;;;;;;;;
2500003;81;4;;1 856 000;23 039;;;;;;;;;;;;;;;;;;
2500003;81;4;;1 856 000;23 042;;;;;;;;;;;;;;;;;;
2500003;73;4;;1 739 000;23 682;;;;;;;;;;;;;;;;;;
2500003;88;4;;1 753 000;19 848;;;;;;;;;;;;;;;;;;
2500003;84;4;;1 693 000;20 191;;;;;;;;;;;;;;;;;;
2500003;82;4;;1 674 000;20 387;;;;;;;;;;;;;;;;;;
2500003;88;5;;1 767 000;20 007;;;;;;;;;;;;;;;;;;
2500003;84;5;;1 707 000;20 358;;;;;;;;;;;;;;;;;;
2500003;82;5;;1 688 000;20 558;;;;;;;;;;;;;;;;;;
2500003;88;5;;1 754 000;19 998;;;;;;;;;;;;;;;;;;
2500003;88;6;;1 782 000;20 177;;;;;;;;;;;;;;;;;;
2500003;84;6;;1 722 000;20 537;;;;;;;;;;;;;;;;;;
2500003;82;6;;1 702 000;20 728;;;;;;;;;;;;;;;;;;
2500003;88;6;;1 768 000;20 157;;;;;;;;;;;;;;;;;;
2500003;88;7;;1 991 000;22 558;;;;;;;;;;;;;;;;;;
2500003;73;7;;1 782 000;24 268;;;;;;;;;;;;;;;;;;
2500003;81;7;;1 899 000;23 572;;;;;;;;;;;;;;;;;;
2500003;81;7;;1 899 000;23 575;;;;;;;;;;;;;;;;;;
2500003;88;7;;1 796 000;20 335;;;;;;;;;;;;;;;;;;
2500003;84;7;;1 737 000;20 716;;;;;;;;;;;;;;;;;;
2500003;82;7;;1 717 000;20 911;;;;;;;;;;;;;;;;;;
2500003;88;7;;1 880 000;21 434;;;;;;;;;;;;;;;;;;
2500003;88;10;;2 019 000;22 876;;;;;;;;;;;;;;;;;;
2500003;81;10;;1 929 000;23 945;;;;;;;;;;;;;;;;;;
2500003;81;10;;1 933 000;23 938;;;;;;;;;;;;;;;;;;
2500003;168;10;;3 295 000;19 669;;;;;;;;;;;;;;;;;;
2500003;84;10;;1 765 000;21 049;;;;;;;;;;;;;;;;;;
2500003;176;10;;3 034 000;17 219;;;;;;;;;;;;;;;;;;
2500003;81;11;;1 943 000;24 119;;;;;;;;;;;;;;;;;;
2500003;81;11;;1 948 000;24 124;;;;;;;;;;;;;;;;;;
2500003;90;11;;2 181 000;24 131;;;;;;;;;;;;;;;;;;
2500003;84;11;;1 780 000;21 228;;;;;;;;;;;;;;;;;;
2500003;99;11;;2 090 000;21 098;;;;;;;;;;;;;;;;;;
2500003;88;12;;2 049 000;23 215;;;;;;;;;;;;;;;;;;
2500003;90;12;;2 195 000;24 286;;;;;;;;;;;;;;;;;;
2500003;84;12;;1 794 000;21 395;;;;;;;;;;;;;;;;;;
2500003;99;12;;2 104 000;21 240;;;;;;;;;;;;;;;;;;
2500003;81;13;;2 063 000;25 608;;;;;;;;;;;;;;;;;;
2500003;81;13;;1 972 000;24 479;;;;;;;;;;;;;;;;;;
2500003;284;13;;5 065 000;17 850;;;;;;;;;;;;;;;;;;
2500003;88;13;;1 868 000;21 150;;;;;;;;;;;;;;;;;;
2500003;84;13;;1 808 000;21 562;;;;;;;;;;;;;;;;;;
2500003;81;14;;1 986 000;24 652;;;;;;;;;;;;;;;;;;
2500003;88;14;;1 883 000;21 320;;;;;;;;;;;;;;;;;;
2500003;84;14;;1 824 000;21 753;;;;;;;;;;;;;;;;;;
2500003;168;17;;3 202 000;19 047;;;;;;;;;;;;;;;;;;
2500003;81;17;;2 019 000;25 003;;;;;;;;;;;;;;;;;;
2500003;179;17;;2 953 000;16 520;;;;;;;;;;;;;;;;;;
2500003;90;20;;2 303 000;25 510;;;;;;;;;;;;;;;;;;
2500003;81;20;;2 166 000;26 824;;;;;;;;;;;;;;;;;;
2500003;101;20;;2 224 000;22 055;;;;;;;;;;;;;;;;;;
2500003;101;21;;2 356 000;23 364;;;;;;;;;;;;;;;;;;
2500003;90;23;;2 455 000;27 193;;;;;;;;;;;;;;;;;;
2500003;101;23;;2 386 000;23 661;;;;;;;;;;;;;;;;;;
2500003;90;24;;2 469 000;27 348;;;;;;;;;;;;;;;;;;
2500003;101;24;;2 401 000;23 810;;;;;;;;;;;;;;;;;;
2500003;90;27;;2 575 000;28 522;;;;;;;;;;;;;;;;;;
2500003;81;27;;2 328 000;28 830;;;;;;;;;;;;;;;;;;
2500001;194;0;;3 563 000;18 366;;;;;;;;;;;;;;;;;;
2500001;194;0;;3 563 000;18 366;;;;;;;;;;;;;;;;;;
2500001;91;9;;1 919 000;21 088;;;;;;;;;;;;;;;;;;
2500001;116;9;;2 275 000;19 612;;;;;;;;;;;;;;;;;;
2500001;91;9;;2 012 000;22 110;;;;;;;;;;;;;;;;;;
2500001;87;9;;1 871 000;21 506;;;;;;;;;;;;;;;;;;
2500001;85;9;;1 651 000;19 424;;;;;;;;;;;;;;;;;;
2500001;91;8;;1 910 000;20 989;;;;;;;;;;;;;;;;;;
2500001;116;8;;2 264 000;19 517;;;;;;;;;;;;;;;;;;
2500001;91;8;;2 002 000;22 000;;;;;;;;;;;;;;;;;;
2500001;87;8;;1 862 000;21 402;;;;;;;;;;;;;;;;;;
2500001;85;8;;1 644 000;19 341;;;;;;;;;;;;;;;;;;
2500001;91;7;;1 901 000;20 890;;;;;;;;;;;;;;;;;;
2500001;116;7;;2 254 000;19 431;;;;;;;;;;;;;;;;;;
2500001;91;7;;1 993 000;21 901;;;;;;;;;;;;;;;;;;
2500001;87;7;;1 853 000;21 299;;;;;;;;;;;;;;;;;;
2500001;85;7;;1 637 000;19 259;;;;;;;;;;;;;;;;;;
2500001;91;6;;1 892 000;20 791;;;;;;;;;;;;;;;;;;
2500001;116;6;;2 243 000;19 336;;;;;;;;;;;;;;;;;;
2500001;91;6;;1 984 000;21 802;;;;;;;;;;;;;;;;;;
2500001;87;6;;1 844 000;21 195;;;;;;;;;;;;;;;;;;
2500001;85;6;;1 630 000;19 176;;;;;;;;;;;;;;;;;;
2500001;91;5;;1 882 000;20 681;;;;;;;;;;;;;;;;;;
2500001;116;5;;2 233 000;19 250;;;;;;;;;;;;;;;;;;
2500001;91;5;;1 975 000;21 703;;;;;;;;;;;;;;;;;;
2500001;87;5;;1 836 000;21 103;;;;;;;;;;;;;;;;;;
2500001;85;5;;1 622 000;19 082;;;;;;;;;;;;;;;;;;
2500001;85;4;;1 615 000;19 000;;;;;;;;;;;;;;;;;;
2500001;87;4;;1 827 000;21 000;;;;;;;;;;;;;;;;;;
2500001;91;4;;2 012 000;22 110;;;;;;;;;;;;;;;;;;
2500001;116;4;;2 170 000;18 707;;;;;;;;;;;;;;;;;;
2500001;91;4;;1 873 000;20 582;;;;;;;;;;;;;;;;;;
2500001;85;3;;1 608 000;18 918;;;;;;;;;;;;;;;;;;
2500001;87;3;;1 818 000;20 897;;;;;;;;;;;;;;;;;;
2500001;91;3;;2 002 000;22 000;;;;;;;;;;;;;;;;;;
2500001;116;3;;2 159 000;18 612;;;;;;;;;;;;;;;;;;
2500001;91;3;;1 864 000;20 484;;;;;;;;;;;;;;;;;;
2500001;249;27;;2 854 000;11 462;;;;;;;;;;;;;;;;;;
2500001;218;27;;2 682 000;12 303;;;;;;;;;;;;;;;;;;
2500001;117;26;;2 270 000;19 402;;;;;;;;;;;;;;;;;;
2500001;134;26;;2 998 000;22 373;;;;;;;;;;;;;;;;;;
2500001;132;26;;2 616 000;19 818;;;;;;;;;;;;;;;;;;
2500001;91;26;;2 067 000;22 714;;;;;;;;;;;;;;;;;;
2500001;117;25;;2 259 000;19 308;;;;;;;;;;;;;;;;;;
2500001;134;25;;2 984 000;22 269;;;;;;;;;;;;;;;;;;
2500001;132;25;;2 603 000;19 720;;;;;;;;;;;;;;;;;;
2500001;91;25;;2 058 000;22 615;;;;;;;;;;;;;;;;;;
2500001;117;24;;2 249 000;19 222;;;;;;;;;;;;;;;;;;
2500001;134;24;;2 970 000;22 164;;;;;;;;;;;;;;;;;;
2500001;132;24;;2 591 000;19 629;;;;;;;;;;;;;;;;;;
2500001;91;24;;2 048 000;22 505;;;;;;;;;;;;;;;;;;
2500001;117;23;;2 239 000;19 137;;;;;;;;;;;;;;;;;;
2500001;134;23;;2 956 000;22 060;;;;;;;;;;;;;;;;;;
2500001;132;23;;2 579 000;19 538;;;;;;;;;;;;;;;;;;
2500001;91;23;;2 039 000;22 407;;;;;;;;;;;;;;;;;;
2500001;117;22;;2 228 000;19 043;;;;;;;;;;;;;;;;;;
2500001;134;22;;2 943 000;21 963;;;;;;;;;;;;;;;;;;
2500001;132;22;;2 567 000;19 447;;;;;;;;;;;;;;;;;;
2500001;91;22;;2 030 000;22 308;;;;;;;;;;;;;;;;;;
2500001;117;21;;2 218 000;18 957;;;;;;;;;;;;;;;;;;
2500001;134;21;;2 929 000;21 858;;;;;;;;;;;;;;;;;;
2500001;132;21;;2 552 000;19 333;;;;;;;;;;;;;;;;;;
2500001;91;21;;2 021 000;22 209;;;;;;;;;;;;;;;;;;
2500001;85;2;;1 600 000;18 824;;;;;;;;;;;;;;;;;;
2500001;87;2;;1 809 000;20 793;;;;;;;;;;;;;;;;;;
2500001;91;2;;1 993 000;21 901;;;;;;;;;;;;;;;;;;
2500001;116;2;;2 149 000;18 526;;;;;;;;;;;;;;;;;;
2500001;91;2;;1 855 000;20 385;;;;;;;;;;;;;;;;;;
2500001;91;20;;2 012 000;22 110;;;;;;;;;;;;;;;;;;
2500001;132;20;;2 601 000;19 705;;;;;;;;;;;;;;;;;;
2500001;134;20;;2 847 000;21 246;;;;;;;;;;;;;;;;;;
2500001;117;20;;2 207 000;18 863;;;;;;;;;;;;;;;;;;
2500001;91;19;;2 002 000;22 000;;;;;;;;;;;;;;;;;;
2500001;132;19;;2 589 000;19 614;;;;;;;;;;;;;;;;;;
2500001;134;19;;2 833 000;21 142;;;;;;;;;;;;;;;;;;
2500001;117;19;;2 179 000;18 624;;;;;;;;;;;;;;;;;;
2500001;91;18;;1 993 000;21 901;;;;;;;;;;;;;;;;;;
2500001;132;18;;2 577 000;19 523;;;;;;;;;;;;;;;;;;
2500001;134;18;;2 820 000;21 045;;;;;;;;;;;;;;;;;;
2500001;117;18;;2 187 000;18 692;;;;;;;;;;;;;;;;;;
2500001;91;17;;1 984 000;21 802;;;;;;;;;;;;;;;;;;
2500001;132;17;;2 565 000;19 432;;;;;;;;;;;;;;;;;;
2500001;134;17;;2 806 000;20 940;;;;;;;;;;;;;;;;;;
2500001;117;17;;2 176 000;18 598;;;;;;;;;;;;;;;;;;
2500001;91;16;;1 975 000;21 703;;;;;;;;;;;;;;;;;;
2500001;132;16;;2 552 000;19 333;;;;;;;;;;;;;;;;;;
2500001;134;16;;2 792 000;20 836;;;;;;;;;;;;;;;;;;
2500001;117;16;;2 166 000;18 513;;;;;;;;;;;;;;;;;;
2500001;91;15;;2 155 000;23 681;;;;;;;;;;;;;;;;;;
2500001;134;15;;2 847 000;21 246;;;;;;;;;;;;;;;;;;
2500001;132;15;;2 481 000;18 795;;;;;;;;;;;;;;;;;;
2500001;91;15;;1 965 000;21 593;;;;;;;;;;;;;;;;;;
2500001;117;14;;2 145 000;18 333;;;;;;;;;;;;;;;;;;
2500001;134;14;;2 833 000;21 142;;;;;;;;;;;;;;;;;;
2500001;132;14;;2 469 000;18 705;;;;;;;;;;;;;;;;;;
2500001;91;14;;1 956 000;21 495;;;;;;;;;;;;;;;;;;
2500001;85;12;;1 673 000;19 682;;;;;;;;;;;;;;;;;;
2500001;87;12;;1 897 000;21 805;;;;;;;;;;;;;;;;;;
2500001;91;12;;2 085 000;22 912;;;;;;;;;;;;;;;;;;
2500001;116;12;;2 254 000;19 431;;;;;;;;;;;;;;;;;;
2500001;91;12;;1 947 000;21 396;;;;;;;;;;;;;;;;;;
2500001;85;11;;1 666 000;19 600;;;;;;;;;;;;;;;;;;
2500001;87;11;;1 888 000;21 701;;;;;;;;;;;;;;;;;;
2500001;91;11;;2 076 000;22 813;;;;;;;;;;;;;;;;;;
2500001;116;11;;2 243 000;19 336;;;;;;;;;;;;;;;;;;
2500001;91;11;;1 938 000;21 297;;;;;;;;;;;;;;;;;;
2500001;85;10;;1 659 000;19 518;;;;;;;;;;;;;;;;;;
2500001;87;10;;1 879 000;21 598;;;;;;;;;;;;;;;;;;
2500001;91;10;;2 067 000;22 714;;;;;;;;;;;;;;;;;;
2500001;116;10;;2 233 000;19 250;;;;;;;;;;;;;;;;;;
2500001;91;10;;1 929 000;21 198;;;;;;;;;;;;;;;;;;
4000001;190;;;2 897 026;15 244;;;;;;;;;;;;;;;;;;
4000001;190;;;2 897 026;15 244;;;;;;;;;;;;;;;;;;
4000001;190;;;2 923 994;15 386;;;;;;;;;;;;;;;;;;
4000001;190;;;2 923 994;15 386;;;;;;;;;;;;;;;;;;
4000001;190;;;2 950 965;15 528;;;;;;;;;;;;;;;;;;
4000001;190;;;2 950 965;15 528;;;;;;;;;;;;;;;;;;
4000001;190;;;2 977 933;15 670;;;;;;;;;;;;;;;;;;
4000001;190;;;2 977 933;15 670;;;;;;;;;;;;;;;;;;
4000001;190;;;3 004 901;15 812;;;;;;;;;;;;;;;;;;
4000001;190;;;3 004 901;15 812;;;;;;;;;;;;;;;;;;
4000001;190;;;3 031 869;15 954;;;;;;;;;;;;;;;;;;
4000001;190;;;3 031 869;15 954;;;;;;;;;;;;;;;;;;
4000001;190;;;3 058 837;16 096;;;;;;;;;;;;;;;;;;
4000001;190;;;3 058 837;16 096;;;;;;;;;;;;;;;;;;
4000001;190;;;3 085 805;16 238;;;;;;;;;;;;;;;;;;
4000001;190;;;3 085 805;16 238;;;;;;;;;;;;;;;;;;
4000001;190;;;3 112 777;16 380;;;;;;;;;;;;;;;;;;
4000001;190;;;3 112 777;16 380;;;;;;;;;;;;;;;;;;
4000001;190;;;3 139 746;16 522;;;;;;;;;;;;;;;;;;
4000001;190;;;3 139 746;16 522;;;;;;;;;;;;;;;;;;
4000001;315;;;4 612 218;14 640;;;;;;;;;;;;;;;;;;
4000001;315;;;4 666 155;14 811;;;;;;;;;;;;;;;;;;
4000001;315;;;4 720 093;14 983;;;;;;;;;;;;;;;;;;
4000001;315;;;4 774 021;15 154;;;;;;;;;;;;;;;;;;
4000001;315;;;4 827 968;15 325;;;;;;;;;;;;;;;;;;
4000001;315;;;4 881 905;15 496;;;;;;;;;;;;;;;;;;
4000001;315;;;4 935 843;15 667;;;;;;;;;;;;;;;;;;
4000001;315;;;4 989 780;15 839;;;;;;;;;;;;;;;;;;
4000001;315;;;5 043 718;16 010;;;;;;;;;;;;;;;;;;
4000001;315;;;5 097 655;16 181;;;;;;;;;;;;;;;;;;
4000001;340;;;6 269 301;18 466;;;;;;;;;;;;;;;;;;
4000001;340;;;6 269 301;18 466;;;;;;;;;;;;;;;;;;
4700001;69;;1;1 450 000;21 014;;;;;;;;;;;;;;;;;;
4700001;144;;3;2 200 000;15 278;;;;;;;;;;;;;;;;;;
4700001;117;;2;1 890 000;16 154;;;;;;;;;;;;;;;;;;
4700001;147;;2;1 925 000;13 095;;;;;;;;;;;;;;;;;;
4700001;94;;1;1 500 000;15 957;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 280 000;13 256;;;;;;;;;;;;;;;;;;
4700001;147;;2;1 960 000;13 333;;;;;;;;;;;;;;;;;;
4700001;94;;1;1 525 000;16 223;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 365 000;13 750;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 035 000;13 844;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 410 000;14 012;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 075 000;14 116;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 115 000;14 388;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 155 000;14 660;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 550 000;14 826;;;;;;;;;;;;;;;;;;
4700001;94;;1;1 750 000;18 617;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 650 000;15 407;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 290 000;15 578;;;;;;;;;;;;;;;;;;
4700001;94;;1;1 790 000;19 043;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 705 000;15 727;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 340 000;15 918;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 760 000;16 047;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 390 000;16 259;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 815 000;16 366;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 440 000;16 599;;;;;;;;;;;;;;;;;;
4700001;69;;1;1 910 000;27 681;;;;;;;;;;;;;;;;;;
4700001;172;;3;2 870 000;16 686;;;;;;;;;;;;;;;;;;
4700001;147;;2;2 490 000;16 939;;;;;;;;;;;;;;;;;;
4700001;334;;4;3 884 000;11 629;;;;;;;;;;;;;;;;;;
4700001;158;;4;3 147 000;19 918;;;;;;;;;;;;;;;;;;
4700001;240;;4;3 368 000;14 033;;;;;;;;;;;;;;;;;;
4700001;418;;3;5 622 000;13 450;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 328 100;17 491;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 391 600;17 968;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 391 600;17 968;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 455 100;18 446;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 455 100;18 446;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 486 800;18 684;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 518 600;18 923;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 518 600;18 923;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 550 300;19 161;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 550 300;19 161;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 582 100;19 400;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 613 800;19 638;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 645 600;19 877;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 709 000;20 353;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 709 000;20 353;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 740 800;20 592;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 772 500;20 830;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 772 500;20 830;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 804 300;21 069;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 804 300;21 069;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 836 000;21 307;;;;;;;;;;;;;;;;;;
4500001;133;;2;2 867 800;21 546;;;;;;;;;;;;;;;;;;
4300001;71;;1;830 000;11 690;;;;;;;;;;;;;;;;;;
4300001;71;;1;934 000;13 155;;;;;;;;;;;;;;;;;;
4300001;71;;1;1 034 000;14 563;;;;;;;;;;;;;;;;;;
4300001;72;18;1;994 000;13 756;;;;;;;;;;;;;;;;;;
4300001;72;22;1;1 034 000;14 309;;;;;;;;;;;;;;;;;;
4300001;72;22;1;1 034 000;14 309;;;;;;;;;;;;;;;;;;
4300001;115;22;2;1 430 000;12 407;;;;;;;;;;;;;;;;;;
4300001;146;22;2;1 650 000;11 280;;;;;;;;;;;;;;;;;;
4300001;146;22;2;1 702 000;11 635;;;;;;;;;;;;;;;;;;
4300001;115;22;2;1 486 000;12 893;;;;;;;;;;;;;;;;;;
4300001;72;22;1;1 076 000;14 891;;;;;;;;;;;;;;;;;;
4300001;72;22;1;1 076 000;14 891;;;;;;;;;;;;;;;;;;
4300001;115;22;2;1 486 000;12 893;;;;;;;;;;;;;;;;;;
4300001;72;20;1;1 056 000;14 614;;;;;;;;;;;;;;;;;;
4300001;146;18;2;1 630 000;11 143;;;;;;;;;;;;;;;;;;
4300001;115;18;2;1 390 000;12 060;;;;;;;;;;;;;;;;;;
4300001;146;22;2;1 670 000;11 416;;;;;;;;;;;;;;;;;;
4300001;115;18;2;1 390 000;12 060;;;;;;;;;;;;;;;;;;
4300001;146;18;2;1 610 000;11 006;;;;;;;;;;;;;;;;;;
4300001;146;18;2;1 662 000;11 362;;;;;;;;;;;;;;;;;;
4300001;115;18;2;1 446 000;12 546;;;;;;;;;;;;;;;;;;
4300001;72;18;1;1 036 000;14 337;;;;;;;;;;;;;;;;;;
4300001;72;18;1;1 036 000;14 337;;;;;;;;;;;;;;;;;;
4300001;115;18;2;1 446 000;12 546;;;;;;;;;;;;;;;;;;
4300001;146;18;2;1 636 000;11 184;;;;;;;;;;;;;;;;;;
4300001;72;17;1;1 026 000;14 199;;;;;;;;;;;;;;;;;;
4300001;153;15;2;1 600 000;10 459;;;;;;;;;;;;;;;;;;
4300001;109;15;2;1 360 000;12 529;;;;;;;;;;;;;;;;;;
4300001;72;15;1;964 000;13 341;;;;;;;;;;;;;;;;;;
4300001;165;26;3;1 910 000;11 580;;;;;;;;;;;;;;;;;;
4300001;145;21;2;1 746 000;12 029;;;;;;;;;;;;;;;;;;
4300001;155;2;2;1 476 000;9 521;;;;;;;;;;;;;;;;;;
4300001;248;30;3;3 342 000;13 456;;;;;;;;;;;;;;;;;;
4300001;230;30;3;3 102 000;13 491;;;;;;;;;;;;;;;;;;
4300001;248;30;3;3 342 000;13 456;;;;;;;;;;;;;;;;;;
